,hour0,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23
area0,10.879764436343384,46.19952791461413,90.7998299319728,134.64963768115945,148.31521739130437,151.3925925925926,95.64593073593073,28.573370663635764,26.490874182611208,25.621742948931523,34.133935190111714,44.168983694775626,57.38235167518653,44.208529567621795,41.328630148339656,46.188263137174026,49.01487978782794,41.7201164129776,35.76946534866544,35.98795540232926,30.078089396435484,25.2780661410201,18.666101706741014,10.690557911587327
area1,12.988095238095237,45.5,52.59090909090909,56.92857142857143,53.666666666666664,60.36363636363637,49.40625,23.520895531671393,33.13979392926761,32.70032840722496,58.09478746300782,98.14261501210655,96.23649425287356,81.60737734487734,99.5389285714286,114.92202380952381,114.44408866995072,74.43660714285714,67.19302910052909,94.07345679012344,119.04598765432098,87.22454545454545,73.97333333333331,45.93981481481482
area2,5.225718601144298,22.6043799420918,47.71371693121693,67.14362389023405,93.7371510673235,145.33205128205128,122.98333333333333,45.35442122420065,36.62010405834726,50.37840445058588,72.4743194690323,77.18283112004607,88.1096594698074,66.66419167550637,57.760226787287806,55.90901916513297,48.457260071126065,36.78198657049442,31.337290925863133,28.155711284903422,21.778070840654586,16.238766847782482,13.938571376954451,7.709668894618989
area3,2.8259803921568625,23.804597701149426,35.839285714285715,41.5,57.666666666666664,93.66666666666667,116.35714285714286,104.36950354609931,130.3719806763285,92.08247702589809,108.13552631578946,154.0670500403551,175.2155411255411,169.31330782312926,205.2102335164835,214.8280864197531,225.4767361111111,242.6591503267974,196.86928104575162,184.1351851851852,161.74183006535947,102.16327160493826,73.62962962962963,33.09722222222222
area4,13.570865800865802,45.68437229437229,75.92708333333333,92.67324561403508,72.67424242424241,77.68872549019609,53.42000000000001,15.854776170180589,17.544799884211653,19.400341763898098,27.15841256574809,36.595915558040176,47.21448730191376,35.15307209989872,32.35440540606226,39.66535117030087,44.430125331539806,30.140998123694544,25.074144988997922,26.78531413167443,24.106719120018266,21.20244246494246,23.033997067747066,17.370870325531346
area5,11.119393939393941,65.14420289855072,98.61875,129.31666666666666,117.19270833333333,137.85802469135803,120.60198412698414,39.40120392789885,51.1989695952196,41.49831027360439,49.87186134943489,88.61005850630848,100.95655572984522,99.17309465939688,96.93598697598695,127.0181945831946,128.6773941798942,107.90818246568246,111.52468337218336,138.07266229141226,99.12717180967185,62.341746401746406,44.6561069023569,29.993841269841276
area6,11.076072124756335,48.91771159874608,64.55451388888889,106.98682170542635,112.79901960784315,121.90090090090092,109.91666666666669,54.511216931216914,55.60566063566062,50.5357252007252,82.63051753801754,122.89928885928887,131.24186225811226,101.64504330636683,99.7549846912347,136.38413542476044,124.79298127798126,116.01801258926258,107.90266985329485,93.00084843397343,80.00150585525584,67.97128422503422,44.48955687830688,15.91642246642247
area7,1.6176470588235294,18.8,46.27272727272727,56.25,54.57142857142857,45.75,47.333333333333336,37.19507575757576,47.45601851851852,48.20326086956521,74.50882352941176,113.18253968253967,102.0900641025641,107.87971230158729,124.74603174603173,138.84313725490193,139.83333333333334,147.07926829268294,106.51407407407407,99.06782945736433,91.84444444444445,66.10585585585586,48.97747747747747,31.722222222222225
area8,25.986363636363638,58.90792031098153,77.4609649122807,98.04597701149426,77.38405797101449,78.2204081632653,55.196913580246914,16.036709909099617,14.747892301054065,14.561295706860031,23.585600694097213,31.540920237170244,39.126205782235196,27.315963199382324,30.544918379550726,39.346737290487276,39.353743709993715,28.41954107439402,19.722926014617194,23.343764431374726,28.363124468124468,28.866556591556602,20.048449975949975,19.9478410008071
area9,10.856462585034015,63.28333333333333,82.63978494623656,99.325,101.4423076923077,95.8804347826087,88.98333333333333,44.426730979748235,60.44044256120527,44.198933890183895,68.54197372072372,98.2580575905576,107.38044312169313,90.68754305879305,104.20265826765826,121.99448833573837,124.36035705035705,83.34413424538425,90.58102203352203,78.71007293632292,79.00171957671958,72.7782142857143,52.30201149425289,29.630434782608692
area10,0.7727272727272727,9.75,15.0,17.8,14.875,16.5,14.115384615384615,16.398148148148145,23.115384615384617,31.26576576576577,46.73674242424242,66.41954022988506,67.97549019607844,70.51495726495726,81.96581196581197,90.69907407407408,81.06190476190477,71.56060606060606,60.81333333333333,49.06666666666666,42.0,39.88636363636363,23.97826086956522,9.136363636363637
area11,9.236006683375104,40.75308641975309,68.87006802721088,78.39492753623188,97.30232558139535,95.90686274509804,70.45966666666666,57.7047656366622,64.28326599326597,54.39271400132661,71.77708945602328,94.47350672475673,108.93492651361653,87.83970802968676,99.98987716875489,112.33342859303578,110.63284148306404,101.39281255781255,110.08493225048372,93.64741966366964,70.9792217967218,66.97224289599289,49.497135919635895,23.400030629747608
area12,6.180414792179499,23.726527777777772,47.35101410934744,62.75566037735849,81.67430555555556,76.53431372549021,60.890792031098165,27.88440429414056,27.74724475372602,45.347774650084475,45.303898273224625,46.863733290412945,50.623912845730544,45.87092011422281,42.96469596613652,39.778622999219465,33.80867299066156,27.6661320773361,29.468122715693585,23.028478431475417,20.896380613452468,18.14622300254249,15.369682214361967,5.942206883100846
area13,11.851368405605694,56.61876984126983,99.05566037735849,163.52500000000003,146.03260869565216,152.54444444444445,90.6377522195319,23.070767332412867,18.4614543520014,17.096595721164604,23.3134083202447,34.386242560719666,38.86959197955172,29.74421303044404,30.648721636470093,39.3508887863767,40.26843589599506,30.122885920095303,25.731987772916852,29.732126081481333,23.789290040852784,20.963675777607257,16.6681479863368,13.267171767144673
area14,5.240104166666667,35.38172043010753,56.214285714285715,71.1,67.6078431372549,71.73076923076923,73.3390804597701,51.275362318840585,90.25946969696969,91.77276029055689,97.25529556650248,178.76198830409356,188.67581453634088,162.6518361581921,153.93243386243387,172.38248587570627,164.04913793103447,199.1944805194805,222.77124183006538,156.98829365079362,108.78103448275863,81.852683982684,56.23954081632652,25.205376344086023
area15,14.093434343434344,73.00000000000001,100.4,113.23076923076923,87.26923076923077,86.26811594202898,104.3736559139785,61.86962604250738,109.76604157336917,77.82932900432901,86.0177417027417,112.1657308894809,139.5298082010582,90.32213483315178,115.19984861881409,144.17269841269842,157.5192487832318,137.7972356739306,132.12130952380954,125.54551860974274,148.38769841269846,99.99264864137743,72.07545155993432,30.618939393939396
area16,1.0,8.166666666666666,12.0,13.666666666666666,14.0,14.0,11.5,13.291666666666666,17.636363636363637,20.77777777777778,31.576923076923077,40.46875,49.901515151515156,56.604166666666664,67.0,61.83333333333333,50.788888888888884,53.86363636363637,47.0,32.14705882352941,24.5,21.375,13.4,
area17,15.583333333333334,57.28125,67.15,71.29411764705883,49.193548387096776,50.284946236559136,42.8996855345912,14.840286676924604,16.694348845598846,20.3407514625897,37.14375864875865,72.51318783068784,76.6585263347763,65.31284812409811,78.506161014911,86.60978156103157,99.30366402116402,85.35690072639224,68.71222883597885,73.09389550264551,89.40789682539685,70.12140804597702,64.36221340388006,40.01495726495727
area18,2.525,19.2,27.944444444444443,26.0,23.333333333333332,22.916666666666668,27.72222222222222,28.7650406504065,48.2008547008547,56.62861635220126,78.56566666666667,102.43867924528301,77.8574074074074,73.06904761904761,79.3751488095238,72.72212121212122,80.15974842767295,68.62014652014652,64.76843971631206,57.13178294573643,67.83333333333333,45.44961240310077,36.66025641025641,14.875
