,hour0,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23
area10,1.1875,13.75,17.0,22.5,23.75,24.0,24.25,21.64957264957265,29.291666666666668,32.94512195121951,52.24662162162162,81.59375,76.96621621621621,83.48433333333334,97.46666666666667,104.82926829268293,115.63,82.77380952380952,68.08620689655173,67.18589743589743,58.228571428571435,44.176,28.555555555555557,14.115384615384615
area11,10.987691450849347,44.51159029649597,80.38011695906435,94.97266666666664,96.19462365591399,97.72727272727273,96.80555555555556,41.343515053684534,58.21292159229661,55.17029247541245,91.7838153703595,105.22255704943206,124.19854714729712,99.99804319583927,96.65196472473173,97.8695768357839,102.88871383926531,110.31538739038739,99.06271645809183,88.03870622433125,94.39389339962871,72.27167633292635,52.86533017908018,20.107051282051284
area12,6.887897385265807,26.47018578643578,42.62159863945578,80.17891156462585,79.9920634920635,86.73290598290598,58.90251831501832,28.876486581014436,29.328929081581926,42.2091560685851,46.61780861141303,46.73262021456409,53.415166969695825,44.92674541416753,40.545888931483624,38.96134060382531,35.305801036603945,27.694145294976295,25.28577445342585,23.45507979336817,21.294153553341676,18.548660747390176,14.970068026291274,5.784014619281025
area13,13.99546530467583,53.34835889157924,137.3326923076923,166.10069444444449,164.50070921985815,170.25925925925927,89.76586542112855,17.414128441401882,15.993375649697596,16.994247737156567,29.1237205606475,37.43942532705205,44.840811617986866,36.742302110841905,40.317874005150415,43.720870586810655,46.29802411864478,36.44522911787756,28.39175243487619,31.516876730675282,25.749478882083217,22.030606280499054,16.742806286975558,11.34080988864077
area14,5.675438596491228,45.798850574712645,70.425,72.54166666666667,65.33333333333333,69.0,66.6159420289855,49.50653594771242,92.40650406504064,85.17342638204705,126.65764729620663,161.56395544111064,172.7111042692939,134.08210317460316,189.28127522195322,176.78807471264366,178.17342739564967,192.31890142021723,211.13866666666664,159.05779220779226,106.88125000000001,71.37067901234569,50.16842105263156,32.32264957264957
area15,19.804347826086957,91.72,100.40625,108.30555555555556,101.14912280701755,104.7,124.98333333333332,67.12588781275221,97.66496693121692,73.9577898027898,105.50315628815629,139.44409391534387,159.24963924963927,135.34335978835978,144.2768831168831,190.0927471139971,156.5919955507456,157.7898809523809,185.77050144300145,136.59500661375665,136.9365537240537,153.86662561576352,86.87152435686917,41.062563323201616
area16,0.75,4.5,12.5,15.0,14.0,15.0,15.0,17.5,17.708333333333332,18.529166666666665,29.125,41.57692307692308,42.875,54.5,63.5,56.71875,58.666666666666664,49.266666666666666,42.5,33.75,26.65,18.366666666666667,14.653846153846153,7.125
area17,11.458333333333334,44.7375,72.39655172413794,76.73529411764706,64.10606060606061,60.109375,50.02481481481482,12.495282734506873,17.813090566840565,24.61748341255694,42.55350709475709,78.76212962962964,79.30459475709475,67.94985056610058,86.7466762866763,114.54740620490618,85.45214947089949,79.79018819143818,69.76301452784503,76.52222728538516,87.26401455026455,83.97115221088434,60.69125514403293,41.169736842105266
area18,6.0476190476190474,21.666666666666668,29.875,29.375,30.333333333333332,26.2,27.59259259259259,28.047777777777778,50.702727272727266,73.03846153846153,97.94803921568628,108.26637426900584,104.81234567901232,79.34939393939395,94.29379084967319,80.7595238095238,70.56666666666666,63.019090909090906,56.65697674418606,55.397163120567384,47.64047619047619,55.505050505050505,35.30913978494623,17.95
area19,8.949974498681396,54.958333333333336,98.04150943396226,101.74663561076605,144.65567375886528,155.78333333333336,93.30649717514127,43.46873707898285,26.26347924054358,32.53431487763909,48.7776628396892,53.07356596316568,48.107930429072404,36.32753202294862,33.38725579423879,34.690698670842416,31.663645630699225,25.45679103750651,20.0263801431213,20.687101025093618,18.98767283576977,16.543131236737487,11.26060893735271,8.884704330398991
